obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
501,89242501,Unmanaged-Total rewards,11/30/2018,Unmanaged,89160623,1,1/1/2015,Infrastructure Consulting,6/30/2018,USA,41,United States,1/1/1900,0,Growth Platforms,Senior Manager,40,Yes,Male,42,89160623,Assigned,Oracle,Accenture Operations,6,Above,67.729,1.35483871,1,1,1,1,1,8,Better,1,1,2,3.666666667,27.17,0.5,9.333333333,3.166666667,5.363333333,0.5,0.383333333,0.166666667,5.066666667,3.666666667,27.17,2.416666667,16.62333333,0.5,6.833333333,1.916666667,3.356666667,0,0,2.333333333,16.44833333,1.517241379,1.798313422,1,1.365853659,1.090909091,1.268464244,1.333333333,0.571428571,4,12,13,0.166666667,2,14,0.5,2,51,2,3,2,0.727272727,0.75,0.25,4.6,3.6,0.571428571,0.6,0.4,29,18.8,3,Better,3,14,Better,Worse,0,0,0,0,0,0,NA,7,0.111005693,0.017075774,0.689434365,0.190504992,0,10.6,0.136103152,0.203427308,0.507462687,0.100608071,0.167495854,0.014925373,0,0,0,1,0,0,0,47,24_48,36_48,24_48,No,NA,0,Not on Leave,Innovation & Thought Leadership,Cloud,Manager,Others,6.47,16.99,Well positioned to market,Above market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Operations,Gen X,0,0,1.126760563,31,Overdue,0.621118012,0,18,0,0,0,NA,NA,Not on Leave,48,14,12.5,0.153294101,0.105263158
502,89242507,Voluntary,3/5/2019,Unmanaged,89160623,1,1/1/2015,Infrastructure Consulting,10/31/2018,USA,45,United States,1/1/1900,0,Growth Platforms,Senior Manager,46,Yes,Female,46,89160623,Assigned,Oracle,Accenture Operations,1,Above,72.352,1.314285714,1,1,1,2,1,1,Better,2,1,1,1,0.516666667,0,0,1,0.516666667,0,0,0,0,1,0.516666667,0.916666667,0.366666667,0,0,0.916666667,0.366666667,0,0,0.75,0.333333333,1.090909091,1.409090909,0,0,0.333333333,0.64516129,0,0,0,12,12,0.666666667,0,9,0.416666667,0,12,0.5,0,0,0,0,0,0,0,0,0,0,0,2,3,Worse,5,0,NA,Worse,0,0,0,0,0,0,NA,1,0.059125964,0,0,0,0,1,0.06519337,0,0,0,0,0,0,1,1,1,0,0,0,51,24_48,36_48,48above,No,NA,0,Not on Leave,Client Delivery & Operations,Cloud,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,Accenture Operations,Gen X,0,0,1.295774648,35,Overdue,0.625774473,0,24,0,0,0,NA,NA,Not on Leave,52,14,5.9,0.140005395,0.026315789
503,89242912,Unmgd-CareerOption/Opportunity,11/30/2018,Unmanaged,87726673,1,12/17/2014,Digital Delivery,6/30/2018,USA,42,United States,12/1/2016,18,Growth Platforms,Manager,42,Yes,Male,19,87726673,Assigned,Data & Analytics,Accenture Digital,0,Above,67.849,0.633333333,1,1,1,1,1,3,Better,1,1,2,4.141666667,22.475,0.5,9.333333333,3.5,5.751666667,0.333333333,6.75,0.166666667,0.333333333,3.828333333,22.23416667,3.7425,14.92723485,0.583333333,7.666666667,2.9875,3.861666667,0,0,3.166666667,14.38977273,1.25,1.143347051,0.857142857,1.217391304,1.533333333,1.475704859,1.333333333,0.571428571,4,12,13,1.833333333,0,44,2,0,93,1.090909091,1,1,0.25,1,0,1,2,0.142857143,0.5,0.5,19,15,7,Better,6,9,Worse,Worse,0,0,0,0,0,0,Above,5,0.130769231,0.063053097,0.548672566,0.136393805,0.251880531,8,0.117788462,0.140326976,0.546321526,0,0.094441417,0.218910082,0,1,1,1,0,0,0,48,24_48,12_24,24_48,Yes,KeyTalent PA,19,Not on Leave,Client & Market,Digital Area Delivery NA,Manager,13-24M,-2.42,6.85,Well positioned to market,Well positioned to market,Continue progressing,NA,X,NA,Complete,Accenture Digital,Gen X,1,5750,1.333333333,30,Overdue,0.534441805,0,20,0,0,0,NA,NA,Not on Leave,82,3,0,0.205039096,0.221662469
504,89243795,Unmanaged-Total rewards,1/11/2019,Unmanaged,82503518,1,12/17/2014,Advanced Technology Centers,8/31/2018,USA,44,United States,12/1/2015,32,Growth Platforms,Manager,42,Yes,Male,33,82503518,Assigned,Oracle,Accenture Technology,3,Below,35.548,1.064516129,1,1,2,1,1,0,Better,1,1,3,2.333333333,7.833333333,0.333333333,2.666666667,2,5.166666667,0.5,0.5,0,0,2.333333333,7.833333333,1.5,4.116666667,0.166666667,1.333333333,1.333333333,2.783333333,0,0,1.333333333,4.083333333,1.555555556,1.902834008,2,2,1.285714286,1.808510638,2,2,2,12,13,0,0,0,0.25,7,20,0,1,1,1,1,0,1,1,1,1,0,1,1,6,Worse,3,0.5,Worse,Worse,0,0,0,0,0,0,NA,2,0.04315197,0,0.919607843,0.011764706,0.068627451,2,0.049230219,0,0.958897243,0,0.006015038,0.035087719,0,1,1,1,0,0,0,50,24_48,24_36,48above,No,NA,0,Not on Leave,Client Delivery & Operations,ATC - USA,Manager,Others,-21.13,-25.17,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.333333333,31,Overdue,0.776403743,0,20,0,0,0,NA,12/1/2018,Not on Leave,174,5,0,0.138259977,0.12464986
505,89244097,Unmgd-CareerOption/Opportunity,1/21/2019,Unmanaged,89190975,1,12/17/2014,FS North America OU,8/31/2018,USA,44,United States,12/1/2016,20,Operating Groups,Manager,30,Yes,Male,21,89190975,Assigned,Risk Process Excellence,Financial Services,1,Below,44.286,0.677419355,1,1,2,1,1,5,Better,1,1,2,1.166666667,0.616666667,0,0,1.166666667,0.616666667,0,0,0,0,1.166666667,0.616666667,1.166666667,1.783333333,0.083333333,1.25,1.083333333,0.533333333,0,0,1,1.75,1,0.345794393,0,0,1.142857143,1.027027027,0,0,1,12,13,0,0,0,0.25,7,6,0,1,3,0.25,0.25,0.75,1,4,0.25,0.25,0.75,23,17,6,Better,8,11,Worse,Worse,0,0,0,0,0,0,NA,5,0.083333333,0.423553719,0.52892562,0.047520661,0,5,0.084291188,0.368200837,0.439330544,0,0.140456461,0,0,1,1,1,0,0,0,50,24_48,12_24,48above,No,NA,21,Not on Leave,Client & Market,FS NA Northeast,Manager,13-24M,-22.22,-25.25,Significantly behind market,Significantly behind market,Continue progressing,X,NA,NA,Complete,OG,Gen Y,0,0,0.952380952,31,On Time,0.635802469,0,8,0,0,0,NA,NA,Not on Leave,48,4,25,0.245923913,0.279069767
506,89252011,Unmgd-CareerOption/Opportunity,2/20/2019,Unmanaged,82502893,1,1/14/2015,RES North America OU,9/30/2018,USA,44,United States,12/1/2017,9,Operating Groups,Manager,34,Yes,Male,10,82502893,Assigned,Industry Applications,Resources,3,Above,64.312,0.3125,1,1,1,1,1,5,Better,1,1,1,2.666666667,6.766666667,0.833333333,5.666666667,1.833333333,1.1,0,0,0.5,3,2.333333333,6.466666667,2,6.983333333,0.5,6.166666667,1.5,0.816666667,0,0,1.333333333,6.583333333,1.333333333,0.968973747,1.666666667,0.918918919,1.25,0.320197044,0,0,4,12,13,1.333333333,3,34,2.166666667,3,106,-7499.25,0,0,0,0,0,0,0,0,0,0,5,0,7,No Hike,7,2.5,Worse,Better,0,0,0,0,0,0,NA,4,0.081784387,0.339068826,0.578947368,0,0.081983806,5,0.104283054,0.174116424,0.72972973,0,0.020790021,0.075363825,0,1,1,1,0,0,0,50,24_48,0_12,48above,Yes,Promotion,10,Not on Leave,Client & Market,RES NA Midwest,Manager,0-12M,-6.55,-10.8,Well positioned to market,Behind market,Promote,NA,NA,NA,Complete,OG,Gen Y,0,0,1.079365079,32,Overdue,0.637426901,0,12,0,0,0,Promo_ready_not_promoted,NA,On Leave,218,3,33.3,0,0
507,89252082,Unmgd-CareerOption/Opportunity,3/29/2019,Unmanaged,82997978,1,5/3/2017,Digital Business,10/31/2018,USA,17,United States,1/1/1900,0,Growth Platforms,Senior Manager,51,Yes,Male,30,82997978,Assigned,No Function Specialty,Accenture Digital,0,Above,88.707,0.857142857,1,2,1,1,2,0,Better,1,2,1,2.333333333,0.916666667,0,0,2.333333333,0.916666667,0.333333333,0.166666667,0,0,2.333333333,0.916666667,1.5,0.516666667,0,0,1.5,0.516666667,0,0,1.333333333,0.483333333,1.555555556,1.774193548,0,0,1.428571429,1.563636364,0,0,0,12,13,0.333333333,2,5,0.25,2,7,1,2,2,0.666666667,0.666666667,0.333333333,4,3.6,0.666666667,0.75,0.25,0,0,6,NA,5,0,NA,NA,0,0,0,0,0,0,NA,4,0.029526635,0.47632312,0.516248839,0,0,7,0.050928118,0.609290954,0.386797066,0.00391198,0,0,0,0,0,1,81,81,82.2,23,12_24,24_36,12_24,No,NA,18,Not on Leave,Client & Market,Applied Intelligence,Manager,13-24M,13.79,14.41,Above market,Above market,Continue progressing,NA,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.436619718,35,Overdue,0.571884984,0,29,0,0,0,NA,9/1/2005,Not on Leave,164,5,20,0.19872814,0.370454546
508,89254701,Unmgd-CareerOption/Opportunity,2/15/2019,Unmanaged,89148882,1,1/21/2015,Technology Geographic Unit,9/30/2018,USA,44,United States,1/1/1900,0,Growth Platforms,Manager,45,Yes,Male,44,89148882,Assigned,Function Applications,Accenture Technology,0,Above,88.9595,1.375,1,2,1,1,2,1,Better,1,2,1,1.166666667,0.616666667,0.166666667,0.166666667,1,0.45,0,0,0,0,1.166666667,0.616666667,1.083333333,3.866666667,0.166666667,3.416666667,0.916666667,0.45,0,0,0.916666667,3.833333333,1.076923077,0.159482759,1,0.048780488,0.285714286,0.540540541,0,0,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,No Hike,3,0.5,Worse,Better,0,0,0,0,0,0,Equal,2,0.230038023,0.020987654,0.979012346,0,0,2,0.208941177,0.030041642,0.94497323,0.002379536,0.022605592,0,1,0,1,1,0,0,0,50,24_48,36_48,48above,No,NA,0,Not on Leave,Client Delivery & Operations,Intelligent Platform Services,Manager,Others,2.47,9.91,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,3.5,5750,1.428571429,32,Overdue,0.77329297,0,23,0,0,0,NA,NA,Not on Leave,52,5,0,0.136468029,0.098591549
509,89255599,Unmanaged-Travel,12/26/2018,Unmanaged,89013240,1,1/21/2015,Digital Business,7/31/2018,USA,42,United States,12/1/2017,7,Growth Platforms,Manager,30,Yes,Male,8,89013240,Assigned,Analytics,Accenture Digital,0,Below,13.198,0.266666667,1,1,1,1,1,15,Better,1,1,2,3.833333333,16,0.333333333,13.33333333,3.5,2.666666667,0.666666667,5.633333333,0,0,3.166666667,15.56666667,2.25,8.175,0.166666667,6.666666667,2.083333333,1.508333333,0,0,1.75,7.925,1.703703704,1.957186544,2,2,1.217391304,1.239583333,1,1.2,2,12,13,4.166666667,0,90,3.916666667,0,164,1,1,0,0.5,0,0,1,0,0.5,0,0,17,2,7,Worse,6,8.5,Better,Better,0,0,0,0,0,0,NA,3,0.117248062,0,0.969264545,0.030735456,0,3,0.088122605,0,0.985294118,0,0.014705882,0,1,0,1,1,0,0,0,48,24_48,0_12,24_48,Yes,Promotion,8,Not on Leave,Client & Market,Applied Intelligence,Manager,0-12M,-32.2,-22.73,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Digital,Gen Y,0,0,0.952380952,30,On Time,0.525943396,0,8,0,0,1,NA,12/1/2017,Not on Leave,65,6,16.7,0.214161346,0.267379679
510,89257899,Unmgd-CareerOption/Opportunity,9/28/2018,Unmanaged,81834279,1,2/11/2015,CMT North America OU,4/30/2018,USA,38,United States,12/1/2016,16,NA,Senior Manager,37,Yes,Male,16,81862513.4,Assigned,Agile,"Communications, Media & Technology",7,Below,21,0.571428571,1,1,1,2,3,15,Better,2,3,2,0.833333333,1.5,0.166666667,1.333333333,0.666666667,0.166666667,0,0,0.166666667,1.333333333,0.666666667,1.466666667,0.916666667,2.266666667,0.25,1.833333333,0.666666667,0.433333333,0,0,0.75,2.233333333,0.909090909,0.661764706,0.666666667,0.727272727,0.8,0.133333333,0,0,3,12,12,1.166666667,3,65,0.583333333,3,65,-8570.571429,1,0,1,0,0,1,0,1,0,0,26,8,6,Better,6,12.5,Better,Better,0,0,0,0,0,0,NA,2,0.082706767,0.016393443,0.983606557,0,0,2,0.104967198,0.008376963,0.988481675,0,0.003141361,0,1,0,1,1,0,0,0,44,24_48,12_24,24_48,No,NA,17,Not on Leave,Client & Market,CMT NA West,Manager,13-24M,-11.13,-12.82,Behind market,Behind market,Continue progressing,NA,NA,NA,Complete,OG,Gen Y,0,0,1.042253521,28,Overdue,0.81861013,0,15,0,0,1,NA,4/1/2015,Not on Leave,231,4,0,0.12835249,0.166666667
511,89265761,Unmgd-CareerOption/Opportunity,2/21/2019,Unmanaged,84289881,1,2/18/2015,PRD North America OU,9/30/2018,USA,43,United States,12/1/2016,21,Operating Groups,Senior Manager,41,Yes,Female,22,84289881,Assigned,Supply Chain & Operations,Products,2,Above,52.513,0.647058824,1,2,1,1,2,3,Better,1,2,1,1.833333333,10.43333333,0.666666667,9.583333333,1.166666667,0.85,0,0,0.166666667,5.066666667,1.833333333,10.43333333,1.666666667,7.533333333,0.666666667,7,1,0.533333333,0,0,1.5,7.5,1.1,1.384955752,1,1.369047619,0.727272727,0.17571885,0.5,0.052173913,4,12,13,0.666666667,0,10,0.583333333,0,18,1.5,0,1,0,0,1,1,1,0.25,0,1,14,11,5,Better,5,7,Worse,Worse,0,0,0,0,0,0,NA,4,0.15,0.142533937,0.162895928,0.045248869,0.497417538,5,0.113461539,0.068329718,0.451193059,0,0.030368764,0.416145581,1,0,1,1,0,0,0,49,24_48,12_24,48above,No,NA,11,Not on Leave,Client & Market,PRD NA WEST,Manager,0-12M,-4.62,-8.05,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.154929577,34,Overdue,0.73183391,0,19,0,0,0,NA,NA,Not on Leave,148,4,0,0.175723718,0.370454546
512,89265789,Unmanaged-Travel,2/8/2019,Unmanaged,81989010,1,2/18/2015,Digital Delivery,9/30/2018,USA,43,United States,1/1/1900,0,Growth Platforms,Manager,43,Yes,Male,67,81989010,Assigned,Oracle,Accenture Digital,2,Above,78.692,2.09375,1,1,1,1,1,0,Better,1,1,1,4.141666667,6.566666667,0.166666667,2.666666667,3.5,3.9,1.166666667,1.516666667,0.166666667,2.666666667,3.828333333,6.216666667,3.583333333,4.291666667,0.083333333,1.333333333,2.9875,2.958333333,0,0,3.166666667,4.1,1.348837209,1.530097087,2,2,0.75862069,1.035532995,2,2,1,12,13,0.333333333,0,9,1.333333333,0,33,1,2,2,1,1,0,3,4,0.75,0.75,0.25,1,1,7,Worse,6,0.5,Worse,Worse,0,0,0,0,0,0,NA,3,0.170192308,0,0.860950174,0.018539977,0.259559676,5,0.285638009,0.021636241,0.756592292,0,0.01081812,0.210953347,1,0,1,1,6,6,6,49,24_48,60above,48above,No,NA,39,Not on Leave,Client & Market,Digital Area Delivery NA,Manager,37-48M,1.99,2.37,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,X,Complete,Accenture Digital,Gen X,0,0,1.365079365,32,Overdue,0.510083037,0,21,0,0,0,Promo_ready_not_promoted,NA,Not on Leave,209,3,0,0.217948718,0.15625
513,89268876,Unmanaged-Promotion,11/15/2018,Unmanaged,85172849,1,2/18/2015,Technology Geographic Unit,6/30/2018,USA,40,United States,1/1/1900,0,Growth Platforms,Manager,54,Yes,Male,52,85172849,Assigned,Cloud Computing,Accenture Technology,1,Above,0,1.733333333,2,1,1,2,2,2,Better,2,2,2,1.5,3.233333333,0.333333333,2.666666667,1.166666667,0.566666667,0,0,0,0,1.5,3.233333333,1.416666667,5.941666667,0.333333333,2.166666667,1.083333333,3.775,0,0,1.166666667,5.866666667,1.058823529,0.544179523,1,1.230769231,1.555555556,1.87628866,2,2,4,12,13,0.166666667,4,4,0.166666667,5,7,-29997,1,0,0.5,0,0,2,1,0.5,1,0,2,0,4,No Hike,3,1,Worse,Better,0.166666667,0.083333333,0,0,2,0,Equal,3,0.05075337,0,1,0,0,5,0.086918731,0,0.916230367,0,0.015230843,0.068538791,1,0,1,1,0,0,0,46,24_48,48_60,24_48,Yes,KeyTalent PA,0,Not on Leave,Client Delivery & Operations,Platform - North America National,Manager,Others,2.45,8.87,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Baby Boomers,5.055,5750,1.714285714,30,Overdue,0.781952365,1,32,0,0,0,NA,NA,Not on Leave,53,0,0,0.139238972,0.081081081
514,89270150,Unmanaged-Career break,12/24/2018,Unmanaged,85382765,1,2/27/2015,CMT North America OU,7/31/2018,USA,41,United States,12/1/2017,7,NA,Manager,34,Yes,Male,8,85382765,Assigned,Sales,"Communications, Media & Technology",1,Below,12.641,0.266666667,1,2,2,1,2,15,Better,3,2,3,1.666666667,2.433333333,0.166666667,1.5,1.5,0.933333333,0.166666667,0.133333333,0.333333333,1.833333333,1.666666667,2.433333333,2.25,4.525,0.5,3.25,1.5,0.9,0.25,0.285416667,1.75,4.275,0.740740741,0.537753223,0.333333333,0.461538462,1.2,0.643835616,0,0,4,12,13,0,0,0,0.916666667,6,34,0,0,0,0,0,0,0,1,0,0,1,15,0,8,No Hike,9,7.5,Better,Better,0,0,0,0,0,0,NA,2,0.23255814,0.106060606,0.626262626,0.01010101,0.257575758,3,0.203065134,0.060096154,0.8125,0,0.004807692,0.122596154,1,0,1,1,0,0,0,47,24_48,0_12,24_48,Yes,Promotion,8,Not on Leave,Client & Market,CMT NA Northeast,Manager,0-12M,0,0,NA,NA,Promote,NA,NA,NA,Complete,OG,Gen Y,0,0,1.079365079,30,Overdue,0.781952365,0,12,0,0,0,NA,12/1/2016,On Leave,126,8,37.5,0.142439024,0.171428571
515,89270516,Unmgd-CareerOption/Opportunity,11/2/2018,Unmanaged,86007302,1,3/4/2015,Legal,6/30/2018,USA,39,United States,1/1/1900,0,Corporate Functions,Manager,35,Yes,Male,52,86007302,Assigned,Contracting,Corporate Functions,0,Above,0,1.733333333,1,1,1,1,1,1,Better,2,1,2,1.333333333,2.966666667,0.333333333,2.666666667,1,0.3,0.166666667,0.083333333,0,0,1.166666667,2.933333333,1,2.458333333,0.416666667,2.291666667,0.583333333,0.166666667,0,0,0.833333333,2.425,1.333333333,1.206779661,0.8,1.163636364,1.5,1.95505618,2,2,4,12,12,1.166666667,1,30,0.833333333,1,37,1.714285714,1,0,1,0,0,1,0,0.333333333,0,0,5,5,4,Better,2,3,Worse,Worse,0.166666667,0.083333333,0,0,1.333333333,1.242424242,NA,2,0.057863502,0.50400157,0.052755906,0.005905512,0,4,0.093388268,0.416974218,0.060809349,0.00129842,0.005842891,0,1,0,1,1,59.85,59.85,63.7,45,24_48,48_60,24_48,No,NA,0,Not on Leave,Corporate Function,Sales and Delivery,Manager,Others,-2.68,0.62,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Corporate Functions,Gen Y,0,0,1.111111111,30,Overdue,0.771,2,13,0,0,0,NA,NA,Not on Leave,113,3,0,0.101272265,0.15625
516,89273479,Unmanaged-MutualAgreemnt-LEGAL,9/4/2018,Unmanaged,89485666,1,4/1/2015,GU Strategy Practices,4/30/2018,USA,36,United States,1/1/1900,0,Growth Platforms,Senior Manager,39,Yes,Male,55,89485666,Assigned,Industry Strategy,Accenture Strategy,2,Above,88.707,1.964285714,2,1,1,2,1,4,Better,2,1,2,1.833333333,1.533333333,0.166666667,0.25,1.666666667,1.283333333,0.333333333,0.333333333,0.166666667,0.333333333,1.5,1.466666667,1.416666667,5.35,0.5,4.625,0.916666667,0.725,0,0,1.166666667,5.233333333,1.294117647,0.286604361,0.333333333,0.054054054,1.090909091,0.586956522,0,0,4,12,13,2.5,0,78.6,3.25,0,156.8,0.533333333,1,0,0.5,0,0,2,1,0.5,1,0,26,18.8,10,Better,6,12.5,Worse,Worse,0,0.083333333,0,0,-119988,0,NA,3,0.166666667,0.539534884,0.395348837,0.065116279,0,5,0.133141763,0.287292818,0.661325967,0,0.038121547,0.013259669,1,0,1,1,0,0,0,42,24_48,48_60,24_48,No,NA,37,Not on Leave,Client & Market,Strat Industry - FS,Manager,37-48M,21.68,5.12,Above market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,Accenture Strategy,Gen X,0,0,1.098591549,28,Overdue,0.721354167,1,17,0,0,3,NA,12/1/2015,Not on Leave,22,1,0,0.227893175,0.304147465
517,89277354,Unmgd-CareerOption/Opportunity,9/21/2018,Unmanaged,88521680,1,4/1/2015,RES North America OU,4/30/2018,USA,36,United States,1/1/1900,0,Operating Groups,Senior Manager,56,Yes,Male,80,88521680,Assigned,Industry Strategy,Resources,1,Above,69,2.857142857,1,1,1,1,1,0,Better,1,2,2,2,1.783333333,0.166666667,1,1.833333333,0.783333333,0.5,1.25,0,0,1.5,1.55,1.5,2.016666667,0.25,1.333333333,1.25,0.683333333,0,0,1.166666667,1.816666667,1.333333333,0.884297521,0.666666667,0.75,0.666666667,1.345794393,2,2,3,12,13,0,0,0,0.416666667,7,24,0,1,2,0.333333333,0,1,1,2,0.333333333,0,1,0,0,5,No Hike,5,0,Worse,Same,0,0,0,0,0,0,NA,4,0.148113208,0.095238095,0.490586932,0.029900332,0.38427464,4,0.125729681,0.048793015,0.724704674,0.040575244,0.027221366,0.158705701,0,0,0,1,0,0,0,42,24_48,60above,24_48,Yes,KeyTalent PA,0,Not on Leave,Innovation & Thought Leadership,RES NA Southwest,Manager,Others,6.17,14.38,Well positioned to market,Above market,Continue to grow and learn,NA,X,NA,Complete,OG,Baby Boomers,0,0,1.577464789,28,Overdue,0.700460829,1,34,0,0,0,NA,NA,Not on Leave,39,7,0,0.15407855,0.153846154
518,89278127,Unmanaged-Travel,2/22/2019,Unmanaged,89277365,1,4/1/2015,RES North America OU,9/30/2018,USA,41,United States,1/1/1900,0,Operating Groups,Manager,43,Yes,Male,73,89277365,Assigned,No Function Specialty,Resources,2,Below,47.955,2.28125,1,1,1,1,1,0,Better,1,1,2,2.166666667,16.06666667,0.5,5.333333333,1.666666667,5.751666667,0.333333333,0.166666667,0.166666667,2.666666667,2.166666667,16.06666667,1.666666667,8.291666667,0.25,2.666666667,1.416666667,3.861666667,0,0,1.583333333,8.275,1.3,1.937688442,2,2,0.923076923,1.639004149,0.666666667,1,3,12,13,1.333333333,0,21,1.333333333,0,38,1,0,0,0,0,0,0,0,0,0,0,1,1,7,Worse,7,0.5,Worse,Worse,0,0,0,0,0,0,NA,2,0.123076923,0,0.98245614,0.01754386,0,2,0.107414449,0.142705005,0.783812567,0,0.01544196,0.058040469,1,0,1,1,0,0,0,47,24_48,60above,24_48,No,NA,39,Not on Leave,Client & Market,RES NA Midwest,Manager,37-48M,-6.69,-11.85,Well positioned to market,Behind market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.365079365,32,Overdue,0.637426901,2,21,1,1,1,NA,NA,Not on Leave,41,5,20,0.137724551,0.166666667
