obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
690,89585788,Voluntary,3/1/2019,Unmanaged,89534393,1,3/1/2017,Accenture DayNine,10/31/2018,USA,19,United States,12/1/2017,10,Growth Platforms,Senior Manager,60,Yes,Female,11,89534393,Assigned,No Function Specialty,Accenture Technology,7,Above,0,0.314285714,1,1,2,1,1,8,Better,2,1,3,2.833333333,5.566666667,0.5,3,2.333333333,2.566666667,0.166666667,0.083333333,0,0,2.666666667,5.4,2.25,4.416666667,0.333333333,2.833333333,1.916666667,1.583333333,0,0,2.083333333,4.316666667,1.259259259,1.260377358,1.5,1.058823529,0.470588235,0.047904192,0,0,4,12,13,0.833333333,0,18,0.833333333,0,34,1.2,1,0,1,0,0,1,0,0.5,0,0,0,0,4,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.055789474,0.098662207,0.273132664,0.186176143,0.442028986,3,0.142177722,0.116428363,0.264662971,0,0.211847097,0.39976656,0,1,1,1,0,0,0,25,12_24,0_12,24_48,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Workday,Manager,Others,22.54,25.606,Above market,Above market,Promote,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,0,0,1.690140845,35,Overdue,0.755029057,0,38,2,3,5,NA,1/1/2003,Not on Leave,23,3,0,0.132108539,0.288088643
691,89585890,Unmgd-CareerOption/Opportunity,9/4/2018,Unmanaged,89585856,1,3/1/2017,Accenture DayNine,4/30/2018,USA,13,United States,1/1/1900,0,Growth Platforms,Manager,34,Yes,Male,14,89585856,Assigned,Software as a Service,Accenture Technology,3,Above,88.9595,0.5,1,1,1,1,1,8,Better,1,2,1,2.833333333,21.9,0.5,7.166666667,1.166666667,5.751666667,0.666666667,9.833333333,0.166666667,3,2.833333333,21.9,2.916666667,13.90833333,0.5,5.083333333,1.833333333,3.861666667,0.25,0.285416667,2.666666667,13.80833333,0.971428571,1.574595566,1,1.409836066,1.529411765,1.281582953,2,2,4,12,13,0.166666667,4,4,1.416666667,4,53,0,3,1,0.5,1,0,4,1,0.5,1,0,0,0,3,NA,2,0,NA,NA,0,0.083333333,0,0,-119988,-299.97,Above,7,0.099547511,0.048241206,0.730150754,0.120603015,0.073366834,9,0.07869124,0.028320971,0.795010115,0.025848505,0.076421668,0.032816363,0,0,0,1,0,0,0,19,12_24,12_24,12_24,Yes,KeyTalent PA,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,-13.67,-1.02,Behind market,Well positioned to market,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen Y,5.055,5750,1.079365079,28,Overdue,0.781153977,1,12,0,1,1,NA,12/1/2016,Not on Leave,13,6,16.7,0.127255116,0.260958206
692,89586023,Unmgd-CareerOption/Opportunity,10/12/2018,Unmanaged,89545121,1,3/1/2017,Accenture DayNine,5/31/2018,USA,14,United States,1/1/1900,0,Growth Platforms,Senior Manager,54,Yes,Male,15,89545121,Assigned,No Function Specialty,Accenture Technology,5,Above,53,0.5,1,1,1,1,1,2,Better,1,2,1,1.333333333,10.91666667,0.333333333,10.66666667,1,0.25,0.166666667,6.666666667,0,0,1,10.85,1.5,8.075,0.416666667,7.5,1.083333333,0.575,0,0,0.833333333,7.675,0.888888889,1.351909185,0.8,1.422222222,1,0.760305344,1,0.75,4,12,13,0.833333333,1,20,1.333333333,1,58,0.4,3,0,0.428571429,0,0,4,1,0.444444444,1,0,0,0,1,NA,3,0,NA,NA,0,0,0,0,0,0,Equal,7,0.072630647,0.009551098,0.218911175,0.092932187,0.497417538,10,0.07898516,0.005197505,0.215384615,0.021309771,0.063149688,0.416145581,0,0,0,1,0,0,0,20,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,5.07,19.42,Well positioned to market,Above market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,7,8305,1.521126761,30,Overdue,0.770952172,0,32,0,0,4,NA,NA,Not on Leave,18,8,33.3,0.133800689,0.31981982
693,89586111,Unmanaged-Travel,12/14/2018,Unmanaged,89585619,1,3/1/2017,Accenture DayNine,7/31/2018,USA,16,United States,12/1/2017,7,Growth Platforms,Manager,36,Yes,Male,8,89585619,Assigned,No Function Specialty,Accenture Technology,2,Above,82.255,0.266666667,1,1,1,1,1,9,Better,1,2,1,2.5,13.61666667,0.166666667,4,2.333333333,5.751666667,0.166666667,4,0,0,1.833333333,13.18333333,2.416666667,9.2,0.083333333,2,2.333333333,3.861666667,0,0,1.666666667,8.633333333,1.034482759,1.480072464,2,2,1.066666667,0.749082007,0,0,1,12,13,1.5,0,18,1.833333333,0,44,0.666666667,3,0,0.666666667,0,0,4.85,0,0.416666667,0,0,0,0,4,NA,3,0,NA,NA,0,0,0,0,0,0,Equal,7,0.067545305,0.010600707,0.889575972,0.098056537,0.001766785,10,0.061672185,0.005293339,0.927657697,0,0.062637847,0.004411116,0,1,1,1,13,13,13,22,12_24,0_12,12_24,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,-7.13,2.55,Well positioned to market,Well positioned to market,Promote,NA,NA,NA,Complete,Accenture Technology,Gen Y,5.055,5750,1.142857143,30,Overdue,0.779859485,0,14,0,0,0,NA,NA,Not on Leave,16,3,33.3,0.138692739,0.295454545
694,89586925,Unmgd-CareerOption/Opportunity,12/12/2018,Unmanaged,84255496,1,2/8/2017,Technology Geographic Unit,7/31/2018,USA,17,United States,1/1/1900,0,Growth Platforms,Senior Manager,52,Yes,Male,17,84255496,Assigned,Sales Execution,Accenture Technology,0,Above,72.92,0.53125,1,2,1,1,2,0,Better,1,2,2,3.5,5.266666667,0.166666667,3.333333333,3.333333333,1.933333333,1.5,1.316666667,0,0,3.166666667,5.2,1.916666667,2.8,0.083333333,1.666666667,1.833333333,1.133333333,0,0,1.75,2.766666667,1.769518717,1.880952381,2,2,1.714285714,0.702531646,0,0,1,12,13,0.833333333,1,12,0.833333333,1,23,1.6,0,0,0,0,0,1,1,1,1,0,0,0,1,NA,3,0,NA,NA,0,0,0,0,0,0,NA,1,0.029526635,0.049212598,0,0.023622047,0.497417538,2,0.072796935,0.054752066,0.004132231,0,0.037190083,0.416145581,0,1,1,1,18,18,18,23,12_24,12_24,12_24,No,NA,0,Not on Leave,Sales,Platform,Manager,Others,0,0,NA,NA,NA,NA,NA,NA,Not Started,Accenture Technology,Gen X,0,0,1.464788732,32,Overdue,0.762345679,0,30,0,0,0,NA,12/1/2017,Not on Leave,200,7,0,0.138692739,0.149659864
695,89591728,Unmanaged-Career break,11/2/2018,Unmanaged,87993415,1,2/22/2017,Infrastructure Consulting,6/30/2018,USA,16,United States,1/1/1900,0,Growth Platforms,Manager,44,Yes,Male,4,87993415,Assigned,Cloud Computing,Accenture Operations,0,Above,0,0.142857143,1,1,1,1,1,0,Better,1,1,2,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0,0.333333333,0.333333333,0.179166667,0.166666667,0,0,0.166666667,0.166666667,0,0,0.166666667,0.166666667,1.866666667,1.98825896,0,0,1,1,0,0,0,2,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,1,0.001914894,0,0,0,0,1,0.285638009,0,0,0,0,0,0,1,1,1,2,2,2,22,12_24,0_12,12_24,No,NA,0,On Leave,Client & Market,Consulting,Manager,0-12M,0,0,NA,NA,Not progressing,NA,NA,NA,Complete,Accenture Operations,Gen X,0,0,1.396825397,30,Overdue,0.62308478,0,22,0,0,0,NA,NA,On Leave,78,10,18.2,0.153294101,0.280991736
696,89593307,Unmgd-CareerOption/Opportunity,1/4/2019,Unmanaged,89396879,1,3/22/2017,Technology Geographic Unit,8/31/2018,USA,17,United States,1/1/1900,0,Growth Platforms,Senior Manager,38,Yes,Male,17,89396879,Assigned,Sales Execution,Accenture Technology,0,Below,30.909,0.515151515,1,1,1,1,1,0,Better,1,1,1,4.666666667,12.41666667,1.166666667,9.666666667,3.5,2.75,1,1.333333333,0.5,5.066666667,4.333333333,12.35,2.333333333,6.208333333,0.583333333,4.833333333,1.75,1.375,0,0,2.166666667,6.175,1.769518717,1.933238675,2,2,0.785714286,1.677852349,2,2,4,12,13,0,0,0,0.083333333,7,3,0,1,1,1,1,0,1,1,1,1,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.056737589,0.816729323,0.009398496,0.035714286,0.138157895,2,0.072796935,0.873393257,0.005165289,0,0.019628099,0.080061984,0,0,0,1,18,18,18,23,12_24,12_24,12_24,Yes,KeyTalent PA,0,Not on Leave,Sales,Industry,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen X,0,0,1.070422535,33,Overdue,0.758940397,0,16,0,0,0,NA,12/1/2018,On Leave,33,1,0,0.138259977,0.136054422
697,89593351,Unmanaged-Work/life balance,9/5/2018,Unmanaged,81847641,1,2/27/2017,FS North America OU,4/30/2018,USA,14,United States,1/1/1900,0,Operating Groups,Manager,33,Yes,Male,14,81947991.45,Assigned,IT Strat & Transformation,Financial Services,1,Above,0,0.5,1,1,1,1,1,1,Better,1,2,3,1.5,7.083333333,0.166666667,6.666666667,1.333333333,0.416666667,0.333333333,0.166666667,0.166666667,3,1.5,7.083333333,2.416666667,7.491666667,0.25,6,2.166666667,1.491666667,0,0,1.083333333,4.375,0.620689655,0.945494994,0.666666667,1.111111111,1.555555556,0.094117647,0,0,3,12,13,3.166666667,0,35,3.416666667,0,85,1.157894737,1,0,0.333333333,0,0,2,2,0.333333333,0.5,0.5,0,0,13,NA,8,0,NA,NA,0,0,0,0,0,0,NA,4,0.101960784,0,0.858078603,0.041484716,0,7,0.118689105,0.12160804,0.607537688,0.114955407,0.055276382,0.01758794,0,1,1,1,13,13,13,20,12_24,12_24,12_24,No,NA,13,Not on Leave,Client & Market,FS NA West,Manager,13-24M,16.689,13.92,Above market,Above market,Continue progressing,NA,NA,NA,Complete,OG,Gen Y,0,0,1.047619048,28,Overdue,0.641791045,0,11,0,0,0,NA,6/1/2013,On Leave,237,5,0,0.245923913,0
698,89595387,Unmgd-CareerOption/Opportunity,9/13/2018,Unmanaged,82154289,1,3/22/2017,Technology Geographic Unit,4/30/2018,USA,13,United States,1/1/1900,0,Growth Platforms,Senior Manager,44,Yes,Male,13,82154289,Assigned,Sales Execution,Accenture Technology,0,Above,0,0.464285714,1,1,1,1,1,0,Better,1,1,1,2.166666667,3.15,0.166666667,1,2,2.15,1.333333333,2.583333333,0,0,2,3.116666667,1.666666667,3.891666667,0.166666667,2.5,1.5,1.391666667,0,0,1.5,1.875,1.3,0.809421842,1,0.4,0.769230769,0.888888889,2,2,2,12,13,3.333333333,0,70,3.666666667,0,155,1.1,0,1,0,0,1,0,1,0,0,1,0,0,2,NA,3,0,NA,NA,0,0,0,0,0,0,Above,2,0.120155039,0.299559471,0.015418502,0,0.497417538,2,0.070881226,0.363917526,0.025773196,0,0.012371134,0.416145581,0,0,0,1,81,81,82.2,19,12_24,12_24,12_24,No,NA,0,Not on Leave,Sales,Industry,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,7.42,8305,1.23943662,28,Overdue,0.775022143,0,22,0,0,0,NA,12/1/2017,Not on Leave,200,14,0,0.127255116,0.122033898
699,89595404,Unmgd-CareerOption/Opportunity,12/14/2018,Unmanaged,81921125,1,3/8/2017,CMT North America OU,7/31/2018,USA,16,United States,1/1/1900,0,NA,Senior Manager,54,Yes,Male,16,81921125,Assigned,Sales,"Communications, Media & Technology",0,Above,71.688,0.5,1,2,1,1,2,2,Better,1,2,1,2,0.95,0.333333333,0.333333333,1.666666667,0.616666667,0,0,0,0,1.833333333,0.916666667,1.333333333,1.033333333,0.416666667,0.708333333,0.916666667,0.325,0,0,1.166666667,1,1.5,0.919354839,0.8,0.470588235,1.166666667,0.98245614,0,0,4,12,13,1.5,0,31,1,0,42,2,3,2,0.6,0.5,0.5,3,3.6,0.6,0.5,0.5,0,0,5,NA,5,0,NA,NA,0,0,0,0,0,0,NA,6,0.06949807,0.550829876,0.446058091,0.003112033,0,6,0.057361377,0.739858012,0.25862069,0,0.001521298,0,0,1,1,1,34,34,34,22,12_24,12_24,12_24,No,NA,0,Not on Leave,Innovation & Thought Leadership,CMT NA Northeast,Manager,Others,1.75,4.75,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.521126761,32,Overdue,0.812138728,0,32,0,0,0,NA,NA,Not on Leave,178,5,0,0.142439024,0.171428571
700,89597033,Unmanaged-MutualAgreemnt-LEGAL,12/19/2018,Unmanaged,84172779,1,3/29/2017,Technology Geographic Unit,7/31/2018,USA,16,United States,1/1/1900,0,Growth Platforms,Manager,45,Yes,Male,28,84172779,Assigned,SAP,Accenture Technology,0,Above,1,0.933333333,1,1,1,1,1,0,Better,1,1,1,1.5,0.533333333,0,0,1.5,0.533333333,0.666666667,0.316666667,0,0,1.5,0.533333333,2.083333333,1.4,0.083333333,0.125,1.666666667,0.941666667,0.25,0.285416667,1.916666667,1.366666667,0.72,0.380952381,0,0,0.222222222,0.1875,0,0,1,12,13,4.166666667,0,90,3.916666667,0,160,0.933333333,1,0,1,0,0,1,0,0.333333333,0,0,0,0,4,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.053113553,0,1,0,0,4,0.053072626,0.036381514,0.83480826,0,0.019665683,0.109144543,0,1,1,1,16,16,16,22,12_24,24_36,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-14.01,-15.24,Behind market,Behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.428571429,30,Overdue,0.779859485,0,23,0,0,0,NA,10/1/2011,Not on Leave,199,2,0,0.138692739,0.09721519
701,89600477,Unmanaged-Work/life balance,1/9/2019,Unmanaged,89586046,1,4/1/2017,FS North America OU,8/31/2018,USA,16,United States,1/1/1900,0,Operating Groups,Senior Manager,57,Yes,Female,17,89586046,Assigned,Capital Markets Processes,Financial Services,0,Below,21.672,0.515151515,1,1,1,1,1,2,Better,2,1,1,5.533333333,7.7,0.666666667,1,4.5,5.363333333,1.5,1.916666667,0.5,3.583333333,5.533333333,7.7,3.716666667,4.466666667,0.333333333,0.5,3,3.356666667,0.216666667,0.25,3.466666667,4.35,1.44,1.723880597,2,2,0.888888889,1.19047619,0,0,4,12,13,0.166666667,0,5,0.166666667,0,6,2,0,0,0,0,0,1,0,0.333333333,0,0,0,0,7,NA,6,0,NA,NA,0,0,0,0,0,0,NA,3,0.064393939,0.083502024,0.088562753,0.020748988,0.497417538,4,0.089430894,0.049894958,0.428834034,0,0.016544118,0.416145581,0,0,0,1,0,0,0,22,12_24,12_24,12_24,No,NA,0,Not on Leave,Innovation & Thought Leadership,FS NA Northeast,Manager,Others,-16.3,-12.64,Significantly behind market,Behind market,Continue to grow and learn,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.605633803,33,Overdue,0.671875,0,35,0,0,0,NA,NA,On Leave,18,6,16.7,0.23629169,0.231404959
702,89600485,Unmanaged-Nature of work,1/10/2019,Unmanaged,86094459,1,4/1/2017,FS North America OU,8/31/2018,USA,16,United States,1/1/1900,0,Operating Groups,Manager,52,Yes,Female,17,86094459,Assigned,Capital Markets Processes,Financial Services,0,Equal,44.444,0.548387097,2,1,1,2,1,8,Better,2,1,2,2,6.166666667,0.5,5.333333333,1.5,0.833333333,0,0,0.333333333,0.25,1.833333333,6.033333333,2.416666667,3.925,0.25,2.666666667,2.166666667,1.258333333,0,0,2.083333333,3.741666667,0.827586207,1.571125265,2,2,1,0.967567568,1.333333333,1,3,12,13,1.333333333,0,19,1.666666667,0,36,0.75,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,8,0,NA,NA,0,0,0,0,0,0,Above,1,0.115530303,0.50400157,0,0.138629802,0,2,0.119731801,0.416974218,0.004624592,0,0.140456461,0.00054407,0,0,0,1,0,0,0,22,12_24,12_24,12_24,No,NA,0,Not on Leave,Sales,FS NA Northeast,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,OG,Gen X,5.055,5750,1.650793651,31,Overdue,0.635802469,0,30,0,0,0,NA,12/1/2018,Not on Leave,112,2,0,0.245923913,0.231404959
703,89601484,Unmanaged-MutualAgreemnt-LEGAL,2/1/2019,Unmanaged,89586046,1,4/1/2017,FS North America OU,9/30/2018,USA,17,United States,1/1/1900,0,Operating Groups,Manager,54,Yes,Male,18,89586046,Assigned,Capital Markets Processes,Financial Services,0,Above,84.131,0.5625,1,1,2,1,1,0,Better,2,1,2,1.5,0.816666667,0.166666667,0.166666667,1.333333333,0.65,0.166666667,0.166666667,0,0,1.333333333,0.783333333,1.25,0.683333333,0.083333333,0.083333333,1.166666667,0.6,0,0,1.083333333,0.583333333,1.2,1.195121951,2,2,0,0,0,0,1,12,13,0.166666667,4,7,0.166666667,5,33,-29997,1,0,0.25,0,0,3,1,0.428571429,1,0,0,0,6,NA,9,0,NA,NA,0,0,0,0,0,0,NA,5,0.022242817,0.237914692,0.448341232,0.116587678,0.197156398,8,0.055921053,0.197112992,0.333499253,0,0.104529617,0.305033836,0,0,0,1,0,0,0,23,12_24,12_24,12_24,No,NA,0,Not on Leave,Innovation & Thought Leadership,FS NA Northeast,Manager,Others,-10.3,-11.1,Behind market,Behind market,Continue to grow and learn,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.714285714,32,Overdue,0.640127389,0,32,0,0,1,NA,12/1/2016,Not on Leave,19,6,16.7,0.245923913,0.168067227
704,89602894,Unmanaged-Supervisors,2/8/2019,Unmanaged,89449852,1,3/22/2017,PRD North America OU,9/30/2018,USA,18,United States,1/1/1900,0,Operating Groups,Manager,33,Yes,Male,18,89449852,Assigned,Strategy & Experience,Products,0,Above,80.867,0.5625,1,1,1,1,1,1,Better,1,1,1,0.833333333,0.35,0,0,0.833333333,0.35,0,0,0,0,0.833333333,0.35,1.25,0.5,0,0,1.25,0.5,0,0,1,0.4,0.666666667,0.7,0,0,0.8,1.428571429,0,0,0,12,13,0.166666667,1,5,0.166666667,1,9,2,1,2,0.333333333,0.5,0.5,1,3,0.25,0.333333333,0.666666667,0,0,7,NA,7,0,NA,NA,0,0,0,0,0,0,NA,4,0.115384615,0.50400157,0.036956522,0.002173913,0,5,0.088461539,0.416974218,0.062763713,0,0.006329114,0,0,1,1,1,59.85,59.85,63.7,24,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,PRD NA Mgt,Manager,Others,-0.93,3.16,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,OG,Gen Y,0,0,1.047619048,32,Overdue,0.637813212,0,11,0,0,0,NA,NA,Not on Leave,19,2,0,0.175723718,0.214285714
705,89605529,Unmanaged-Work/life balance,10/12/2018,Unmanaged,86408910,1,4/5/2017,Digital Business,5/31/2018,USA,13,United States,1/1/1900,0,Growth Platforms,Senior Manager,58,Yes,Male,37,86408910,Assigned,Analytics,Accenture Digital,1,Above,71,1.233333333,1,1,1,1,1,2,Better,1,1,2,2.833333333,2.05,0,0,2.833333333,2.05,0,0,0,0,2.5,1.983333333,1.833333333,4.566666667,0.333333333,3.5,1.5,1.066666667,0,0,1.583333333,2.533333333,1.545454545,0.448905109,0,0,0.470588235,0.357723577,0,0,4,12,13,3.333333333,0,75,3.75,0,156.8,1,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,4,0,NA,NA,0,0,0,0,0,0,NA,1,0.074074074,0.050476191,0.900952381,0.048571429,0,1,0.07079646,0.026373626,0.897435897,0,0.076190476,0,0,0,0,1,14,14,14,19,12_24,36_48,12_24,No,NA,13,Not on Leave,Client & Market,Applied Intelligence,Manager,13-24M,22.71,25.11,Above market,Above market,Continue progressing,NA,NA,NA,Complete,Accenture Digital,Baby Boomers,0,0,1.633802817,30,Overdue,0.583617747,0,36,0,0,0,NA,5/1/2012,Not on Leave,100,6,0,0.184845006,0.218579235
706,89608481,Unmgd-CareerOption/Opportunity,10/5/2018,Unmanaged,89449120,1,4/5/2017,Infrastructure Consulting,5/31/2018,USA,13,United States,1/1/1900,0,Growth Platforms,Senior Manager,55,Yes,Male,25,89449120,Assigned,IT Service Excellence,Accenture Operations,0,Above,56,0.833333333,2,2,2,2,2,0,Better,3,2,2,2,2.416666667,0.166666667,1.333333333,1.5,0.833333333,0.666666667,1.916666667,0,0,2,2.416666667,2.333333333,2.5,0.166666667,0.75,2,1.625,0.166666667,0.125,2.166666667,2.466666667,0.857142857,0.966666667,1,1.777777778,1,1.337931034,2,2,2,12,13,0.5,0,13,0.25,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,3,0.076923077,0.813541667,0.053125,0.016666667,0.116666667,3,0.099616858,0.541489362,0.171808511,0,0.013829787,0.27287234,0,1,1,1,32,32,32,19,12_24,24_36,12_24,No,NA,0,Not on Leave,Sales,Cloud,Manager,Others,1.81,13.6,Well positioned to market,Above market,Continue progressing,NA,NA,NA,Complete,Accenture Operations,Baby Boomers,0,0,1.549295775,30,Overdue,0.616729089,0,33,0,0,0,NA,NA,Not on Leave,25,12,25,0.140543667,0.19047619
707,89611757,Unmgd-CareerOption/Opportunity,1/18/2019,Unmanaged,89339550,1,4/12/2017,RES North America OU,8/31/2018,USA,16,United States,1/1/1900,0,Operating Groups,Senior Manager,39,Yes,Male,40,89339550,Assigned,Industry Strategy,Resources,1,Above,88.707,1.212121212,1,1,2,1,1,0,Better,2,2,3,1.666666667,3.5,0.333333333,2.666666667,1.333333333,0.833333333,0,0,0,0,1.666666667,3.5,1.25,1.85,0.166666667,1.333333333,1.083333333,0.516666667,0,0,1.083333333,1.816666667,1.333333333,1.891891892,2,2,1.4,1.914285714,2,2,2,12,13,3.666666667,0,49,3.883333333,0,119,0.909090909,1,0,0.333333333,0,0,1,0,0.333333333,0,0,0,0,5,NA,5,0,NA,NA,0,0,0,0,0,0,NA,4,0.122159091,0.302049622,0.697950378,0,0,4,0.123209169,0.19335512,0.794117647,0,0.005446623,0.00708061,0,0,0,1,18,18,18,22,12_24,36_48,12_24,No,NA,16,Not on Leave,Client & Market,RES NA West,Manager,13-24M,22.71,25.606,Above market,Above market,Continue progressing,NA,NA,X,Complete,OG,Gen X,0,0,1.098591549,33,Overdue,0.678899083,0,17,0,2,2,Promo_ready_not_promoted,9/1/2012,Not on Leave,37,4,0,0.142963515,0.155844156
708,89612172,Unmgd-CareerOption/Opportunity,10/16/2018,Unmanaged,89053550,1,4/12/2017,Digital Business,5/31/2018,USA,13,United States,1/1/1900,0,Growth Platforms,Senior Manager,43,Yes,Male,13,89053550,Assigned,Strategy & Experience,Accenture Digital,1,Above,77,0.433333333,1,1,1,1,1,0,Better,1,1,1,0.833333333,0.256666667,0,0,0.833333333,0.216666667,0,0,0,0,0.5,0.15,0.5,3.441666667,0.083333333,3.333333333,0.416666667,0.108333333,0,0,0.333333333,3.408333333,1.666666667,0.062953995,0,0,2,2,0,0,1,6,6,0.5,3,6,0.666666667,3,14,-19998,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,4,0,NA,NA,0,0,0,0,0,0,NA,1,0.159957627,0,0.81778058,0.066204288,0,1,0.106637168,0.006438831,0.842000991,0,0.047300644,0,0,1,1,1,38,38,38,19,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Accenture Interactive,Manager,Others,2.34,19.29,Well positioned to market,Above market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.211267606,30,Overdue,0.583617747,0,21,0,0,0,NA,NA,Not on Leave,58,3,0,0.184845006,0.188034188
